Bald,Black_Hair,Blond_Hair,Brown_Hair,Gray_Hair,Straight_Hair,Wavy_Hair,Smiling,Bangs,Heavy_Makeup,Wearing_Earrings,Wearing_Lipstick,Attractive,Young
112630.jpg,0,0,0,0,0,0,0,0,0,1,0,1,1,1
112631.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,1
112632.jpg,0,1,0,0,0,0,0,0,0,1,0,1,1,1
112633.jpg,0,0,0,0,0,0,0,0,0,1,0,1,1,1
112634.jpg,0,0,1,0,0,0,0,1,0,1,0,1,1,1
112635.jpg,0,0,0,1,0,1,0,1,0,1,0,1,0,1
112637.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
112639.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112640.jpg,0,0,0,1,0,0,0,1,0,0,0,1,0,1
112641.jpg,0,0,0,1,0,0,1,1,0,1,0,1,1,1
112644.jpg,0,0,0,0,0,0,1,1,0,0,1,1,0,1
112645.jpg,0,1,0,0,0,0,0,0,0,1,1,1,1,1
112648.jpg,0,1,0,0,0,1,0,0,0,1,0,1,1,1
112650.jpg,0,0,1,0,0,0,1,1,0,0,0,0,1,1
112651.jpg,0,0,1,0,0,0,1,1,0,1,1,1,1,1
112653.jpg,0,0,0,0,0,0,0,1,0,0,1,0,1,1
112654.jpg,0,1,0,0,0,0,0,0,1,1,0,1,0,1
112657.jpg,0,0,1,1,0,0,1,0,1,1,1,1,1,0
112658.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,1
112659.jpg,0,0,0,1,0,1,0,0,0,1,0,1,0,1
112660.jpg,0,1,0,0,0,0,0,1,0,1,1,1,1,0
112661.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,1
112662.jpg,0,0,1,0,0,0,0,0,0,1,1,1,1,1
112663.jpg,0,1,0,0,0,0,1,1,0,1,0,1,1,1
112664.jpg,0,0,1,0,0,1,0,0,0,0,0,1,1,1
112668.jpg,0,1,0,0,0,0,0,0,1,0,0,1,0,1
112669.jpg,0,0,0,1,0,0,1,0,0,1,0,1,1,1
112670.jpg,0,0,0,1,0,0,1,1,1,1,1,1,1,1
112672.jpg,0,0,0,0,0,0,1,0,0,1,0,1,0,1
112673.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
112674.jpg,0,1,0,0,0,0,1,0,0,0,0,0,0,1
112675.jpg,0,0,0,0,0,0,0,1,0,1,0,1,1,1
112677.jpg,0,0,0,0,0,0,1,0,0,0,0,1,0,1
112679.jpg,0,0,0,0,0,0,0,1,1,1,0,1,1,1
112683.jpg,0,0,0,1,0,1,0,1,0,0,0,1,0,1
112684.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1
112686.jpg,0,0,0,0,0,1,0,0,1,0,0,0,1,1
112687.jpg,0,1,0,0,0,0,0,0,0,1,0,1,1,1
112688.jpg,0,0,1,0,0,0,1,1,1,1,0,1,0,1
112690.jpg,0,0,0,0,0,1,0,1,0,1,0,1,1,1
112694.jpg,0,0,0,1,0,0,1,0,0,0,0,0,1,1
112695.jpg,0,0,1,0,0,0,0,0,0,1,0,1,1,1
112696.jpg,0,0,0,0,0,0,1,1,1,1,1,1,0,0
112698.jpg,0,0,1,0,0,0,0,1,1,1,1,1,0,1
112701.jpg,0,1,0,0,0,1,0,0,0,1,0,1,1,1
112702.jpg,0,0,0,0,0,0,1,0,0,1,1,1,1,0
112703.jpg,0,0,0,0,0,0,1,0,1,1,0,1,1,1
112704.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,1
112705.jpg,0,1,0,0,0,1,0,1,0,1,1,1,1,1
112707.jpg,0,0,0,1,0,0,1,1,0,1,1,1,1,1
112708.jpg,0,0,1,0,0,0,1,1,1,1,0,1,1,1
112709.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112710.jpg,0,0,0,0,0,0,0,0,0,1,1,1,0,1
112712.jpg,0,1,0,0,0,0,1,0,0,1,1,1,1,1
112713.jpg,0,1,0,0,0,0,0,0,0,0,1,1,0,0
112714.jpg,0,0,0,0,0,0,0,1,0,0,0,0,1,1
112717.jpg,0,1,0,0,0,0,0,1,0,1,0,1,0,0
112718.jpg,0,0,0,0,0,1,0,0,0,1,1,1,1,1
112719.jpg,0,1,0,0,0,0,1,1,0,0,1,1,0,0
112720.jpg,0,1,0,0,0,0,1,1,0,1,0,1,1,1
112721.jpg,0,0,1,0,0,0,0,0,1,1,1,1,0,0
112724.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0
112728.jpg,0,1,0,0,0,0,0,0,1,0,1,1,0,1
112729.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
112732.jpg,0,0,1,1,0,0,0,1,0,1,0,1,1,1
112733.jpg,0,0,1,0,0,1,0,1,0,0,0,0,0,1
112734.jpg,0,0,1,0,0,0,1,1,0,1,0,1,0,1
112735.jpg,0,1,0,0,0,0,1,0,0,0,0,1,1,1
112737.jpg,0,0,1,0,0,0,0,0,0,1,1,1,0,0
112738.jpg,0,0,0,0,0,0,0,1,0,1,1,1,0,1
112739.jpg,0,0,0,1,0,0,1,1,0,0,0,0,1,1
112741.jpg,0,0,1,0,0,0,1,1,0,1,1,1,1,1
112743.jpg,0,1,0,0,0,1,0,0,0,0,1,1,1,1
112744.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1
112745.jpg,0,0,0,0,0,1,0,1,0,1,0,1,1,1
112746.jpg,0,0,1,0,0,0,1,1,0,1,1,1,0,0
112747.jpg,0,1,0,0,0,0,1,0,0,1,0,1,0,1
112748.jpg,0,0,1,0,0,0,0,0,0,0,0,1,1,1
112749.jpg,0,1,0,0,0,0,1,0,0,1,0,1,1,1
112750.jpg,0,1,0,0,0,0,1,0,0,0,1,1,0,0
112752.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
112754.jpg,0,1,0,0,0,0,0,0,0,0,0,1,1,1
112755.jpg,0,0,0,0,0,0,1,1,0,1,0,1,1,1
112756.jpg,0,1,0,0,0,1,0,1,0,1,0,1,1,1
112757.jpg,0,0,0,0,0,1,1,0,0,0,0,1,1,1
112759.jpg,0,0,1,0,0,0,0,1,1,1,0,1,1,1
112760.jpg,0,0,1,0,0,0,1,0,0,1,1,1,1,1
112761.jpg,0,0,1,0,0,0,1,1,0,1,1,1,1,1
112763.jpg,0,0,0,1,0,0,1,0,0,1,0,1,1,1
112764.jpg,0,0,1,0,0,0,1,0,0,0,1,1,0,0
112765.jpg,0,0,0,1,0,0,1,1,0,1,0,1,1,1
112766.jpg,0,0,0,1,0,0,1,1,1,1,1,1,0,0
112768.jpg,0,0,1,0,0,0,0,0,0,1,1,1,1,1
112769.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112772.jpg,0,0,0,1,0,0,0,1,0,1,1,1,1,1
112774.jpg,0,0,1,0,0,0,0,0,0,1,0,1,1,1
112775.jpg,0,0,0,1,0,1,0,0,0,1,0,1,1,1
112777.jpg,0,0,1,1,0,0,1,0,1,1,0,1,1,1
112778.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
112779.jpg,0,0,0,0,0,0,1,1,0,1,0,1,1,1
112782.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0
112787.jpg,0,0,1,0,0,0,1,1,1,0,1,0,1,0
112788.jpg,0,1,0,0,0,1,0,1,1,0,0,1,1,1
112789.jpg,0,0,1,0,0,0,0,0,1,1,0,1,0,1
112790.jpg,0,0,0,1,0,0,1,1,0,1,0,1,0,1
112791.jpg,0,0,1,0,0,1,0,1,1,1,1,1,0,0
112792.jpg,0,0,1,0,0,0,0,1,1,0,0,0,0,0
112793.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,1
112794.jpg,0,0,0,0,0,0,1,1,0,0,1,1,0,1
112797.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1
112798.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,1
112800.jpg,0,0,1,0,0,1,0,0,0,1,0,1,1,1
112803.jpg,0,0,1,0,0,0,0,1,1,0,0,1,0,1
112804.jpg,0,1,0,0,0,1,0,1,0,1,1,1,0,1
112805.jpg,0,0,0,1,0,1,0,1,0,1,1,1,1,1
112807.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,1
112808.jpg,0,0,0,0,0,0,1,0,0,1,0,1,1,1
112811.jpg,0,0,1,0,0,0,1,0,0,1,1,1,0,1
112813.jpg,0,0,0,1,0,0,1,0,1,1,0,1,0,1
112814.jpg,0,0,0,1,0,1,0,0,0,1,0,1,1,1
112816.jpg,0,0,0,0,0,1,0,1,0,0,0,0,1,1
112817.jpg,0,0,1,0,0,0,1,0,0,1,0,1,1,1
112818.jpg,0,0,0,0,0,0,1,0,0,1,0,1,1,1
112821.jpg,0,0,0,1,0,0,0,0,0,1,0,1,1,1
112822.jpg,0,1,0,0,0,0,1,0,0,1,1,1,1,1
112827.jpg,0,0,0,0,0,1,0,0,0,1,0,1,1,1
112828.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1
112831.jpg,0,0,0,0,0,1,0,1,0,0,0,0,0,1
112833.jpg,0,0,0,0,0,0,0,1,0,1,1,1,1,1
112835.jpg,0,1,0,0,0,0,1,1,0,1,1,1,1,1
112837.jpg,0,0,0,1,0,0,1,1,0,1,1,1,1,1
112838.jpg,0,0,0,0,0,0,0,1,0,0,1,1,0,0
112840.jpg,0,0,1,0,0,0,1,1,0,0,0,1,1,0
112841.jpg,0,0,0,1,0,0,1,1,0,1,0,1,1,1
112842.jpg,0,1,0,0,0,0,0,0,0,0,1,1,0,1
112844.jpg,0,1,0,0,0,0,0,1,0,1,0,1,1,1
112848.jpg,0,0,0,1,0,0,1,1,0,1,0,1,1,1
112852.jpg,0,0,0,0,0,1,0,1,0,1,1,1,1,1
112853.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1
112854.jpg,0,1,0,0,0,0,1,0,0,0,0,1,0,1
112855.jpg,0,0,0,1,0,0,1,1,0,1,0,1,1,1
112857.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1
112860.jpg,0,1,0,0,0,1,0,1,0,1,0,1,1,1
112862.jpg,0,0,0,0,0,1,0,1,0,1,0,1,1,1
112865.jpg,0,0,0,0,1,0,1,0,0,0,0,1,0,0
112866.jpg,0,0,0,0,0,0,0,1,0,1,1,1,1,1
112867.jpg,0,0,0,0,1,0,1,1,0,0,0,0,0,0
112869.jpg,0,0,1,0,0,0,1,1,0,1,1,1,1,1
112871.jpg,0,0,1,1,0,0,1,1,1,1,0,1,1,1
112874.jpg,0,0,1,0,0,1,0,0,0,1,0,1,1,1
112875.jpg,0,0,1,0,0,1,0,1,0,1,1,1,1,1
112876.jpg,0,0,0,0,0,1,0,0,1,1,0,1,1,1
112877.jpg,0,0,0,0,0,0,0,0,1,0,1,0,0,1
112878.jpg,0,1,0,0,0,0,1,0,1,1,1,1,1,1
112881.jpg,0,0,0,0,0,0,0,1,0,1,0,1,1,1
112882.jpg,0,0,0,0,1,1,0,0,0,0,1,1,0,0
112884.jpg,0,0,0,0,0,0,1,0,1,1,0,1,1,1
112888.jpg,0,1,0,0,0,1,0,0,0,0,0,0,0,1
112889.jpg,0,0,0,0,0,0,1,1,1,1,1,1,0,1
112891.jpg,0,0,1,0,0,0,1,1,0,1,1,1,1,1
112892.jpg,0,0,0,1,0,0,1,1,0,0,0,0,1,1
112894.jpg,0,0,0,0,0,0,1,0,0,1,1,1,0,1
112895.jpg,0,0,0,0,0,0,1,0,0,1,0,1,0,1
112897.jpg,0,0,0,1,0,0,0,0,1,1,1,1,1,1
112898.jpg,0,0,1,0,0,0,0,0,0,1,0,1,1,1
112900.jpg,0,1,0,0,0,0,0,1,0,1,1,1,1,1
112901.jpg,0,0,1,0,0,0,1,0,1,1,1,1,1,1
112902.jpg,0,0,1,0,0,0,1,0,0,0,0,0,1,1
112904.jpg,0,0,1,0,0,1,0,1,1,1,1,1,1,1
112906.jpg,0,0,0,0,0,0,1,0,0,1,0,1,1,1
112909.jpg,0,0,0,0,0,0,1,0,0,1,0,1,0,1
112910.jpg,0,1,0,0,0,0,0,1,0,1,0,1,1,1
112912.jpg,0,0,1,0,0,1,0,1,1,1,0,1,1,0
112913.jpg,0,0,0,1,0,0,0,1,0,1,0,1,1,1
112915.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112916.jpg,0,0,0,0,0,0,0,1,0,1,0,1,1,1
112918.jpg,0,0,0,0,0,0,1,1,0,0,1,1,0,1
112919.jpg,0,1,0,0,0,0,1,1,0,1,0,1,1,1
112920.jpg,0,0,1,1,0,0,1,1,1,1,0,1,1,0
112923.jpg,0,0,0,1,0,0,0,1,1,0,1,0,0,0
112924.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
112925.jpg,0,0,0,0,0,0,1,1,1,0,0,1,0,1
112926.jpg,0,0,0,0,0,1,0,1,0,0,1,0,0,1
112927.jpg,0,0,0,1,0,0,0,0,0,1,0,1,1,1
112928.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,1
112930.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0
112931.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112932.jpg,0,0,0,0,0,0,0,0,0,1,0,1,1,1
112934.jpg,0,0,1,0,0,1,0,1,0,1,0,1,1,1
112936.jpg,0,0,0,1,0,0,1,0,1,0,0,0,1,1
112937.jpg,0,0,0,0,0,0,0,0,0,1,1,1,1,1
112939.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
112941.jpg,0,1,0,0,0,1,0,1,0,0,0,1,1,1
112944.jpg,0,1,0,0,0,0,0,0,1,1,0,1,1,1
112947.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1
112948.jpg,0,0,0,1,0,0,0,1,1,1,1,1,1,1
112950.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
112953.jpg,0,1,0,0,0,0,1,0,0,1,0,1,1,1
112955.jpg,0,0,1,0,0,0,1,1,0,0,0,1,1,1
112956.jpg,0,0,1,0,0,0,0,1,0,1,0,1,1,1
112959.jpg,0,0,0,0,0,1,0,1,1,1,0,1,1,1
112960.jpg,0,0,1,1,0,1,0,0,1,1,0,1,1,1
112961.jpg,0,0,0,1,0,0,0,1,0,0,1,1,1,1
112962.jpg,0,0,1,0,0,0,1,1,0,0,0,1,1,1
112963.jpg,0,0,0,1,0,1,0,0,0,1,0,1,0,1
112967.jpg,0,0,1,0,0,1,0,0,0,0,0,1,1,0
112968.jpg,0,0,0,1,0,0,1,1,0,0,0,0,1,1
112970.jpg,0,0,1,0,0,0,1,1,0,1,1,1,1,1
112971.jpg,0,0,1,0,0,0,1,1,0,1,1,1,1,1
112973.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,1
112974.jpg,0,0,0,0,0,0,1,0,0,1,0,1,1,1
112975.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,1
112976.jpg,0,0,0,0,0,1,0,0,1,0,0,1,0,1
112977.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
112978.jpg,0,0,0,0,0,1,0,0,0,1,1,1,0,1
112979.jpg,0,1,0,0,0,0,1,1,0,1,0,1,1,1
112984.jpg,0,0,1,0,0,0,1,1,0,1,1,1,1,0
112987.jpg,0,0,0,0,0,0,0,1,0,0,1,1,0,1
112988.jpg,0,1,0,0,0,0,1,0,0,1,0,1,0,0
112989.jpg,0,0,0,1,0,0,0,0,0,1,0,0,1,1
112991.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
112992.jpg,0,0,0,1,0,0,1,1,0,1,0,1,1,1
112993.jpg,0,1,0,0,0,0,0,1,0,1,0,1,1,1
112995.jpg,0,0,1,0,0,0,1,1,0,0,1,1,1,1
112996.jpg,0,0,0,1,0,1,0,1,1,1,0,1,1,1
112998.jpg,0,0,1,0,0,1,0,1,0,1,0,1,1,1
113000.jpg,0,1,0,0,0,0,0,0,0,1,1,1,0,1
113002.jpg,0,0,0,1,0,0,1,1,0,0,0,1,1,1
113003.jpg,0,1,0,0,0,1,0,1,1,1,1,1,1,1
113005.jpg,0,1,0,0,0,0,0,1,1,1,1,1,0,0
113006.jpg,0,0,0,0,0,1,0,1,0,1,0,1,0,0
113010.jpg,0,0,0,1,0,0,1,0,0,1,1,1,1,1
113012.jpg,0,1,0,0,0,0,1,1,0,1,0,1,1,0
113013.jpg,0,1,0,0,0,0,1,1,0,1,0,1,1,1
113014.jpg,0,0,0,0,0,1,0,0,0,1,0,1,1,1
113015.jpg,0,0,0,0,0,1,0,0,1,0,0,0,0,1
113021.jpg,0,1,0,0,0,1,1,1,1,1,0,1,0,1
113024.jpg,0,0,0,1,0,0,1,1,0,0,0,0,0,1
113025.jpg,0,0,0,0,0,1,0,1,0,0,0,0,1,1
113027.jpg,0,1,0,0,0,0,1,1,0,1,1,1,0,1
113028.jpg,0,1,0,0,0,0,1,0,1,1,1,1,0,1
113029.jpg,0,0,0,1,0,0,1,1,0,1,1,1,1,1
113030.jpg,0,1,0,0,0,1,0,0,0,1,1,1,1,1
113033.jpg,0,1,0,0,0,0,0,1,1,1,1,1,1,1
113034.jpg,0,0,0,1,0,0,1,0,0,1,1,1,1,1
113036.jpg,0,1,0,0,0,0,1,0,1,1,0,1,1,1
113037.jpg,0,1,0,0,0,1,0,1,0,0,0,0,1,1
113039.jpg,0,0,0,0,0,0,0,1,0,1,0,1,0,1
113041.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1
113043.jpg,0,0,0,0,0,1,0,0,0,1,1,1,0,1
113045.jpg,0,0,0,0,0,0,1,0,1,1,1,1,1,1
113047.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
113048.jpg,0,1,0,0,0,1,0,0,1,1,0,1,0,1
113050.jpg,0,0,1,0,0,1,0,1,1,1,1,1,1,0
113053.jpg,0,0,0,1,0,0,1,0,0,1,0,1,1,1
113054.jpg,0,0,0,1,0,0,0,1,0,1,1,1,1,1
113056.jpg,0,0,0,1,0,0,0,1,0,0,1,1,0,1
113057.jpg,0,1,0,0,0,0,0,1,0,1,0,1,1,1
113058.jpg,0,0,0,1,0,0,0,0,0,1,0,1,1,1
113062.jpg,0,0,0,1,0,0,1,1,0,0,0,0,1,1
113065.jpg,0,0,0,1,0,0,1,1,0,1,0,1,1,1
113066.jpg,0,0,0,0,0,0,1,0,0,1,1,1,1,1
113067.jpg,0,0,0,0,0,0,1,1,0,1,0,1,1,1
113069.jpg,0,0,1,0,0,0,1,0,0,0,0,1,1,1
113071.jpg,0,0,0,1,0,0,0,1,1,1,0,1,1,1
113073.jpg,0,0,1,1,0,0,1,1,0,1,1,1,1,1
113078.jpg,0,0,0,0,0,0,1,0,0,0,0,1,0,0
113080.jpg,0,0,1,0,1,0,1,0,0,0,0,1,0,1
113081.jpg,0,0,0,0,0,0,1,0,0,1,1,1,1,1
113085.jpg,0,1,0,0,0,0,0,1,1,1,0,1,0,1
113090.jpg,0,0,0,0,0,0,1,0,0,1,0,1,1,1
113091.jpg,0,0,0,1,0,0,1,0,0,1,0,1,1,1
113092.jpg,0,1,0,0,0,0,1,1,0,1,0,1,1,1
113093.jpg,0,1,0,0,0,0,0,1,0,1,0,1,1,1
113094.jpg,0,0,1,0,1,0,1,1,0,0,0,1,0,0
113098.jpg,0,1,0,0,0,0,0,1,0,0,1,0,0,1
113099.jpg,0,0,0,0,0,0,1,1,0,1,0,1,1,1
113101.jpg,0,1,0,0,0,0,0,0,0,1,0,1,1,1
113102.jpg,0,0,0,0,0,0,1,0,0,1,0,1,0,1
113104.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,1
113105.jpg,0,0,0,1,0,1,0,1,1,1,0,1,1,1
113107.jpg,0,1,0,0,0,1,0,1,0,0,0,0,0,0
113108.jpg,0,0,0,0,0,0,0,1,0,1,0,1,1,1
113110.jpg,0,0,0,1,0,0,1,0,0,1,1,1,1,1
113114.jpg,0,0,0,0,0,0,0,1,0,1,0,1,1,1
113119.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113124.jpg,0,0,0,0,0,0,0,0,1,1,0,1,1,1
113126.jpg,0,1,0,0,0,1,0,0,0,1,0,1,1,1
113127.jpg,0,0,0,0,0,0,0,0,0,1,1,1,1,1
113128.jpg,0,0,1,0,0,0,1,0,0,1,1,1,1,1
113129.jpg,0,1,0,0,0,1,0,0,0,1,0,1,0,1
113130.jpg,0,0,0,0,0,0,1,0,0,1,0,1,0,1
113131.jpg,0,0,0,0,0,0,1,1,0,1,0,1,1,1
113132.jpg,0,0,1,0,0,0,1,0,0,1,0,1,0,1
113135.jpg,0,0,0,1,0,0,0,0,0,0,0,0,1,1
113136.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113140.jpg,0,0,0,1,0,1,0,1,1,0,0,1,1,1
113142.jpg,0,0,0,0,0,1,0,1,0,1,0,1,1,1
113143.jpg,0,0,0,0,0,0,1,0,0,1,1,1,1,1
113144.jpg,0,0,0,0,0,1,0,0,0,0,0,1,1,1
113145.jpg,0,0,1,0,0,1,0,1,0,1,0,1,1,1
113146.jpg,0,0,0,0,0,1,0,0,0,0,0,1,1,1
113148.jpg,0,0,0,0,0,0,1,0,1,1,0,1,0,1
113149.jpg,0,0,1,1,0,0,0,0,1,0,0,1,0,1
113151.jpg,0,0,0,1,0,0,0,0,0,1,0,1,0,1
113153.jpg,0,0,0,0,0,0,0,1,0,0,0,1,1,1
113155.jpg,0,0,0,1,0,0,1,0,0,1,0,1,1,1
113157.jpg,0,0,0,0,0,0,0,1,1,0,0,0,0,1
113158.jpg,0,0,1,0,0,0,0,1,0,0,0,1,1,1
113162.jpg,0,0,0,0,0,0,1,1,0,1,1,1,1,1
113163.jpg,0,1,0,0,0,1,0,0,0,1,0,0,0,0
113164.jpg,0,0,0,0,0,0,1,1,1,1,0,1,1,0
113165.jpg,0,0,0,1,0,1,1,0,0,1,0,1,1,1
113166.jpg,0,0,0,0,0,1,0,0,0,1,0,1,1,1
113167.jpg,0,0,1,0,0,0,0,0,1,1,0,1,1,1
113168.jpg,0,1,0,0,0,1,0,0,0,0,1,1,0,1
113170.jpg,0,0,0,0,0,0,1,0,1,1,0,0,0,1
113171.jpg,0,0,0,1,0,0,0,0,0,1,0,1,1,1
113172.jpg,0,0,0,0,0,0,1,0,0,0,0,1,0,1
113173.jpg,0,0,1,1,0,0,0,1,0,1,0,1,1,1
113174.jpg,0,0,0,0,0,0,1,0,0,1,0,1,1,1
113175.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1
113176.jpg,0,0,0,0,0,0,0,1,0,1,1,1,1,1
113177.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1
113178.jpg,0,0,1,0,0,0,0,1,1,0,1,1,0,0
113179.jpg,0,0,0,0,0,0,1,1,0,1,1,1,0,0
113181.jpg,0,0,0,1,0,0,0,1,0,1,1,1,1,1
113183.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1
113184.jpg,0,0,1,0,0,1,0,1,0,1,0,1,1,1
113185.jpg,0,0,0,0,0,0,0,1,1,1,0,1,1,1
113186.jpg,0,0,1,0,0,0,0,1,1,1,1,1,1,1
113187.jpg,0,0,0,0,0,1,0,0,0,1,0,1,1,1
113188.jpg,0,0,0,1,0,0,1,1,0,1,1,1,0,1
113189.jpg,0,0,1,0,0,1,0,1,0,1,1,1,1,1
113192.jpg,0,0,0,1,0,0,1,1,0,0,1,1,0,0
113193.jpg,0,0,0,0,0,0,0,0,1,1,0,1,1,1
113194.jpg,0,0,0,0,0,0,0,1,0,1,1,1,1,1
113196.jpg,0,1,0,0,0,0,0,0,0,0,0,0,1,1
113197.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,1
113198.jpg,0,0,0,0,0,0,0,1,0,1,0,1,1,1
113199.jpg,0,0,1,0,0,0,0,1,1,1,0,1,1,1
113201.jpg,0,0,0,1,0,0,1,1,0,1,0,1,1,1
113202.jpg,0,0,0,0,1,0,0,0,0,1,1,1,0,0
113205.jpg,0,0,0,1,0,0,1,0,0,1,0,1,1,1
113207.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1
113208.jpg,0,0,0,0,0,0,0,1,0,0,0,0,1,1
113209.jpg,0,0,0,1,0,0,1,1,0,1,0,1,1,1
113210.jpg,0,1,0,0,0,0,1,0,1,0,0,0,1,1
113211.jpg,0,0,1,0,0,0,0,1,0,1,0,1,1,1
113212.jpg,0,0,0,0,0,0,0,0,0,1,1,1,0,1
113214.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
113215.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1
113216.jpg,0,0,0,1,0,0,1,1,0,0,0,1,1,1
113217.jpg,0,0,1,0,0,0,1,1,1,0,0,0,0,1
113219.jpg,0,0,1,0,0,0,1,1,0,1,1,1,1,1
113220.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
113223.jpg,0,0,0,0,0,1,0,1,1,1,1,1,1,1
113224.jpg,0,0,0,1,0,1,0,0,1,0,0,0,0,1
113225.jpg,0,1,0,0,0,0,0,1,0,1,1,1,0,1
113227.jpg,0,0,0,0,0,0,1,1,0,1,1,1,1,0
113229.jpg,0,0,0,1,0,0,1,0,0,1,0,1,1,1
113232.jpg,0,0,0,1,0,1,1,0,0,0,1,0,0,1
113235.jpg,0,0,0,0,0,0,1,0,1,1,0,1,1,1
113236.jpg,0,1,0,0,0,0,1,1,0,1,1,1,0,1
113237.jpg,0,0,1,0,0,0,1,0,0,1,0,1,1,1
113238.jpg,0,0,0,1,0,0,0,1,0,1,0,1,1,1
113239.jpg,0,0,0,0,0,0,0,1,0,1,0,1,1,1
113240.jpg,0,0,1,0,0,0,0,1,0,1,0,1,1,1
113241.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1
113243.jpg,0,0,0,1,0,1,0,1,1,1,1,1,0,1
113244.jpg,0,0,0,0,0,0,1,1,0,1,1,1,0,0
113245.jpg,0,0,0,1,0,0,1,1,0,1,0,1,0,0
113246.jpg,0,0,0,1,0,0,0,0,1,1,0,1,0,1
113247.jpg,0,0,1,0,0,0,0,0,0,1,0,1,1,1
113251.jpg,0,0,0,1,0,0,1,1,0,1,0,1,1,1
113252.jpg,0,0,0,1,0,0,1,1,0,1,0,1,1,1
113253.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1
113255.jpg,0,0,1,0,0,1,0,1,0,1,1,1,1,1
113257.jpg,0,0,0,0,0,0,0,1,0,1,1,1,1,1
113259.jpg,0,1,0,0,0,1,0,1,0,1,1,1,1,1
113260.jpg,0,1,0,0,0,0,1,1,1,0,0,1,0,1
113264.jpg,0,0,0,1,0,0,1,1,0,0,0,1,0,1
113266.jpg,0,0,0,1,0,0,1,1,0,1,0,1,0,0
113269.jpg,0,0,0,1,0,0,1,1,1,1,1,1,1,1
113271.jpg,0,0,1,0,0,0,1,0,0,0,0,1,0,1
113277.jpg,0,0,0,0,0,0,1,1,0,1,0,1,1,1
113278.jpg,0,1,0,0,0,1,0,1,0,1,0,1,1,1
113279.jpg,0,0,1,0,0,0,0,1,1,1,1,1,0,0
113281.jpg,0,0,0,1,0,1,0,0,1,0,0,1,1,1
113283.jpg,0,0,0,0,0,0,0,0,1,0,0,1,0,0
113284.jpg,0,0,1,0,0,0,1,1,0,1,0,1,1,1
113289.jpg,0,0,0,1,0,0,1,0,0,1,0,1,1,1
113290.jpg,0,1,0,0,0,0,0,1,0,1,0,1,1,1
113291.jpg,0,0,1,0,0,1,0,0,1,0,0,0,0,0
113292.jpg,0,0,0,1,0,0,1,1,0,1,1,1,1,1
113294.jpg,0,0,1,0,0,0,1,1,0,1,1,1,1,1
113295.jpg,0,0,1,0,0,0,0,1,0,1,1,1,1,1
