rating,title,release_date,genres,age,gender,occupation
3,Anna Karenina (1997),1997-04-04,"Drama,Romance",21,Female,artist
1,"Edge, The (1997)",1997-09-26,"Adventure,Thriller",26,Male,executive
5,Everyone Says I Love You (1996),1996-12-06,"Comedy,Musical,Romance",23,Male,entertainment
4,"Wizard of Oz, The (1939)",1939-01-01,"Adventure,Children,Drama,Musical",30,Female,librarian
3,"Unbearable Lightness of Being, The (1988)",1988-01-01,Drama,50,Female,healthcare
1,Starship Troopers (1997),1997-01-01,"Action,Adventure,Sci-Fi,War",27,Female,administrator
1,In the Company of Men (1997),1997-08-01,Drama,39,Male,educator
4,Happy Gilmore (1996),1996-02-16,Comedy,25,Male,other
2,"Graduate, The (1967)",1967-01-01,"Drama,Romance",23,Male,programmer
2,Georgia (1995),1995-01-01,Drama,56,Female,librarian
5,"Crow, The (1994)",1994-01-01,"Action,Romance,Thriller",18,Female,student
5,Twelve Monkeys (1995),1995-01-01,"Drama,Sci-Fi",33,Male,entertainment
4,This Is Spinal Tap (1984),1984-01-01,"Comedy,Drama,Musical",35,Male,technician
3,Executive Decision (1996),1996-03-09,"Action,Thriller",21,Male,technician
3,Dante's Peak (1997),1997-02-07,"Action,Thriller",22,Male,other
3,Shallow Grave (1994),1994-01-01,Thriller,40,Male,programmer
5,Tombstone (1993),1993-01-01,Western,27,Male,student
4,Wings of Desire (1987),1987-01-01,"Comedy,Drama,Romance",34,Male,writer
4,"Return of the Pink Panther, The (1974)",1974-01-01,Comedy,31,Male,executive
3,Monty Python's Life of Brian (1979),1979-01-01,Comedy,22,Male,engineer
5,"Fugitive, The (1993)",1993-01-01,"Action,Thriller",21,Female,student
3,Breaking the Waves (1996),1996-11-15,Drama,22,Male,student
2,"Rock, The (1996)",1996-06-07,"Action,Adventure,Thriller",27,Male,student
2,"Shining, The (1980)",1980-01-01,Horror,43,Male,engineer
3,E.T. the Extra-Terrestrial (1982),1982-01-01,"Children,Drama,Fantasy,Sci-Fi",25,Male,programmer
4,"Awfully Big Adventure, An (1995)",1995-01-01,Drama,38,Female,student
3,Pulp Fiction (1994),1994-01-01,"Crime,Drama",19,Female,artist
4,Alice in Wonderland (1951),1951-01-01,"Animation,Children,Musical",27,Female,other
2,"Birdcage, The (1996)",1996-03-08,Comedy,24,Male,technician
4,Harold and Maude (1971),1971-01-01,Comedy,48,Male,administrator
3,Scream (1996),1996-12-20,"Horror,Thriller",23,Male,student
2,"Indian in the Cupboard, The (1995)",1995-01-01,"Adventure,Children,Fantasy",19,Male,other
2,"Sound of Music, The (1965)",1965-01-01,Musical,20,Male,student
1,Chungking Express (1994),1996-02-16,"Drama,Mystery,Romance",36,Male,engineer
3,Eddie (1996),1996-05-31,Comedy,40,Female,writer
5,Anne Frank Remembered (1995),1996-02-23,Documentary,37,Male,engineer
4,"Professional, The (1994)",1994-01-01,"Crime,Drama,Romance,Thriller",30,Male,administrator
2,Jurassic Park (1993),1993-01-01,"Action,Adventure,Sci-Fi",45,Male,engineer
4,Gigi (1958),1958-01-01,Musical,27,Male,lawyer
3,Cinderella (1950),1950-01-01,"Animation,Children,Musical",35,Male,technician
3,Toy Story (1995),1995-01-01,"Animation,Children,Comedy",48,Male,technician
3,"Postman, The (1997)",1997-01-01,Drama,42,Female,other
2,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",1996-11-08,Drama,49,Female,educator
5,Stand by Me (1986),1986-01-01,"Adventure,Comedy,Drama",49,Male,educator
3,"Fugitive, The (1993)",1993-01-01,"Action,Thriller",31,Male,marketing
2,Sabrina (1954),1954-01-01,"Comedy,Romance",26,Male,writer
4,What's Eating Gilbert Grape (1993),1993-01-01,"Comedy,Drama",39,Male,scientist
5,"Trigger Effect, The (1996)",1996-08-30,"Drama,Thriller",25,Male,other
3,187 (1997),1997-01-01,Drama,24,Female,entertainment
4,James and the Giant Peach (1996),1996-04-12,"Animation,Children,Musical",37,Male,librarian
5,Raiders of the Lost Ark (1981),1981-01-01,"Action,Adventure",45,Male,engineer
3,Get Shorty (1995),1995-01-01,"Action,Comedy,Drama",29,Male,engineer
1,That Darn Cat! (1997),1997-02-14,"Children,Comedy,Mystery",19,Male,other
3,Gattaca (1997),1997-01-01,"Drama,Sci-Fi,Thriller",17,Male,student
5,Groundhog Day (1993),1993-01-01,"Comedy,Romance",30,Male,lawyer
3,Anastasia (1997),1997-01-01,"Animation,Children,Musical",55,Male,technician
5,Dead Poets Society (1989),1989-01-01,Drama,46,Male,engineer
4,Stand by Me (1986),1986-01-01,"Adventure,Comedy,Drama",20,Male,student
4,E.T. the Extra-Terrestrial (1982),1982-01-01,"Children,Drama,Fantasy,Sci-Fi",18,Male,student
5,"Clockwork Orange, A (1971)",1971-01-01,Sci-Fi,24,Male,entertainment
4,Rear Window (1954),1954-01-01,"Mystery,Thriller",28,Female,other
5,"English Patient, The (1996)",1996-11-15,"Drama,Romance,War",51,Male,executive
4,Little Women (1994),1994-01-01,Drama,31,Female,educator
5,Top Gun (1986),1986-01-01,"Action,Romance",35,Female,educator
2,Mission: Impossible (1996),1996-05-22,"Action,Adventure,Mystery",25,Male,executive
4,Gone with the Wind (1939),1939-01-01,"Drama,Romance,War",39,Male,marketing
2,Kalifornia (1993),1993-01-01,"Drama,Thriller",21,Male,programmer
3,"Firm, The (1993)",1993-01-01,"Drama,Thriller",19,Male,student
3,Sleepers (1996),1996-10-18,"Crime,Drama",36,Male,executive
3,Get Shorty (1995),1995-01-01,"Action,Comedy,Drama",24,Male,technician
4,Before Sunrise (1995),1995-01-01,"Drama,Romance",27,Male,programmer
4,East of Eden (1955),1955-01-01,Drama,45,Female,educator
2,"Aristocats, The (1970)",1970-01-01,"Animation,Children",35,Male,librarian
3,Twelve Monkeys (1995),1995-01-01,"Drama,Sci-Fi",25,Male,artist
3,Amadeus (1984),1984-01-01,"Drama,Mystery",27,Female,educator
2,Mary Shelley's Frankenstein (1994),1994-01-01,"Drama,Horror",32,Male,engineer
3,"Great Escape, The (1963)",1963-01-01,"Adventure,War",44,Male,administrator
2,Sudden Death (1995),1995-01-01,Action,17,Male,student
5,"Wizard of Oz, The (1939)",1939-01-01,"Adventure,Children,Drama,Musical",35,Male,programmer
4,Liar Liar (1997),1997-03-21,Comedy,28,Male,artist
4,Bound (1996),1996-10-04,"Crime,Drama,Romance,Thriller",44,Male,other
1,Shallow Grave (1994),1994-01-01,Thriller,22,Female,healthcare
3,"Rock, The (1996)",1996-06-07,"Action,Adventure,Thriller",29,Female,student
2,To Die For (1995),1995-01-01,"Comedy,Drama",34,Male,writer
5,"Fugitive, The (1993)",1993-01-01,"Action,Thriller",40,Male,programmer
4,Some Kind of Wonderful (1987),1987-01-01,"Drama,Romance",35,Female,educator
3,Batman (1989),1989-01-01,"Action,Adventure,Crime,Drama",37,Male,librarian
4,Jaws (1975),1975-01-01,"Action,Horror",15,Female,student
4,Raging Bull (1980),1980-01-01,Drama,18,Male,other
4,In & Out (1997),1997-09-19,Comedy,13,Male,student
4,Alice in Wonderland (1951),1951-01-01,"Animation,Children,Musical",27,Female,other
2,Grosse Pointe Blank (1997),1997-04-11,"Comedy,Crime",31,Male,student
4,"Manchurian Candidate, The (1962)",1962-01-01,"Film-Noir,Thriller",39,Male,educator
5,Absolute Power (1997),1997-02-14,"Mystery,Thriller",19,Male,student
2,Outbreak (1995),1995-01-01,"Action,Drama,Thriller",22,Male,student
4,Swiss Family Robinson (1960),1960-01-01,"Adventure,Children",27,Male,lawyer
3,Bad Boys (1995),1995-01-01,Action,21,Male,programmer
5,Dances with Wolves (1990),1990-01-01,"Adventure,Drama,Western",33,Female,salesman
3,Titanic (1997),1997-01-01,"Action,Drama,Romance",48,Male,librarian
4,Seven Years in Tibet (1997),1997-01-01,"Drama,War",45,Male,scientist
4,Night on Earth (1991),1991-01-01,"Comedy,Drama",27,Female,other
4,"Fish Called Wanda, A (1988)",1988-01-01,Comedy,30,Male,engineer
2,Strictly Ballroom (1992),1992-01-01,"Comedy,Romance",36,Female,engineer
4,Being There (1979),1979-01-01,Comedy,38,Female,administrator
5,"Godfather: Part II, The (1974)",1974-01-01,"Action,Crime,Drama",25,Male,programmer
3,This Is Spinal Tap (1984),1984-01-01,"Comedy,Drama,Musical",42,Male,engineer
5,Good Will Hunting (1997),1997-01-01,Drama,31,Male,executive
2,Star Maps (1997),1997-01-01,Drama,55,Male,other
4,"Fish Called Wanda, A (1988)",1988-01-01,Comedy,28,Male,technician
5,"Inspector General, The (1949)",1949-01-01,Musical,27,Male,technician
5,"Great Dictator, The (1940)",1940-01-01,Comedy,34,Male,educator
3,Star Trek: Generations (1994),1994-01-01,"Action,Adventure,Sci-Fi",29,Male,engineer
5,Nikita (La Femme Nikita) (1990),1990-01-01,Thriller,24,Male,entertainment
4,Reservoir Dogs (1992),1992-01-01,"Crime,Thriller",32,Male,entertainment
4,E.T. the Extra-Terrestrial (1982),1982-01-01,"Children,Drama,Fantasy,Sci-Fi",39,Male,marketing
2,Sunset Park (1996),1996-04-26,Drama,22,Male,engineer
2,"People vs. Larry Flynt, The (1996)",1996-12-27,Drama,18,Male,student
4,"Day the Earth Stood Still, The (1951)",1951-01-01,"Drama,Sci-Fi",44,Male,artist
3,On Golden Pond (1981),1981-01-01,Drama,51,Male,administrator
4,Pulp Fiction (1994),1994-01-01,"Crime,Drama",33,Male,engineer
5,"Good, The Bad and The Ugly, The (1966)",1966-01-01,"Action,Western",60,Male,programmer
4,Snow White and the Seven Dwarfs (1937),1937-01-01,"Animation,Children,Musical",31,Male,administrator
1,Volcano (1997),1997-04-25,"Drama,Thriller",33,Male,engineer
4,Fly Away Home (1996),1996-09-13,"Adventure,Children",32,Male,entertainment
3,Far From Home: The Adventures of Yellow Dog (1995),1995-01-01,"Adventure,Children",27,Male,programmer
3,"Shadow, The (1994)",1994-01-01,Action,40,Female,writer
4,Broken Arrow (1996),1996-02-09,"Action,Thriller",46,Male,administrator
5,Highlander (1986),1986-01-01,"Action,Adventure",33,Male,other
5,Twelve Monkeys (1995),1995-01-01,"Drama,Sci-Fi",25,Male,artist
4,Pulp Fiction (1994),1994-01-01,"Crime,Drama",38,Female,administrator
5,Phenomenon (1996),1996-06-29,"Drama,Romance",32,Male,programmer
4,Sling Blade (1996),1996-11-22,"Drama,Thriller",20,Male,student
3,Picture Bride (1995),1995-01-01,"Drama,Romance",50,Female,healthcare
3,Taxi Driver (1976),1996-02-16,"Drama,Thriller",60,Male,programmer
3,Heat (1995),1995-01-01,"Action,Crime,Thriller",25,Male,writer
4,Sudden Death (1995),1995-01-01,Action,39,Male,educator
3,Free Willy (1993),1993-01-01,"Adventure,Children,Drama",18,Female,student
5,Cinema Paradiso (1988),1988-01-01,"Comedy,Drama,Romance",20,Male,student
5,Cape Fear (1991),1991-01-01,Thriller,25,Female,student
3,Dances with Wolves (1990),1990-01-01,"Adventure,Drama,Western",30,Male,administrator
4,Swimming with Sharks (1995),1995-01-01,"Comedy,Drama",36,Male,executive
4,"Godfather, The (1972)",1972-01-01,"Action,Crime,Drama",46,Male,administrator
4,"Nutty Professor, The (1996)",1996-06-28,"Comedy,Fantasy,Romance,Sci-Fi",27,Male,student
4,Contact (1997),1997-07-11,"Drama,Sci-Fi",19,Female,student
3,"Nutty Professor, The (1996)",1996-06-28,"Comedy,Fantasy,Romance,Sci-Fi",26,Male,executive
4,Sabrina (1995),1995-01-01,"Comedy,Romance",20,Female,student
3,Searching for Bobby Fischer (1993),1993-01-01,Drama,40,Female,writer
3,Money Train (1995),1995-01-01,Action,17,Male,student
4,Star Trek: Generations (1994),1994-01-01,"Action,Adventure,Sci-Fi",38,Male,engineer
3,Air Force One (1997),1997-01-01,"Action,Thriller",33,Female,administrator
1,Jaws 2 (1978),1978-01-01,"Action,Horror",24,Male,engineer
3,"Ghost and Mrs. Muir, The (1947)",1947-01-01,"Drama,Romance",29,Male,student
5,Grease (1978),1978-01-01,"Comedy,Musical,Romance",22,Female,student
3,"Queen Margot (Reine Margot, La) (1994)",1996-01-01,"Drama,Romance",33,Male,programmer
4,Groundhog Day (1993),1993-01-01,"Comedy,Romance",27,Male,programmer
4,Full Metal Jacket (1987),1987-01-01,"Action,Drama,War",24,Male,engineer
3,Curdled (1996),1996-09-27,Crime,22,Male,student
2,Ghost (1990),1990-01-01,"Comedy,Romance,Thriller",30,Male,student
4,Spawn (1997),1997-08-01,"Action,Adventure,Sci-Fi,Thriller",31,Male,entertainment
3,Bogus (1996),1996-09-06,"Children,Drama,Fantasy",39,Male,engineer
4,Mission: Impossible (1996),1996-05-22,"Action,Adventure,Mystery",25,Male,programmer
4,Tombstone (1993),1993-01-01,Western,35,Male,technician
4,"Quiet Man, The (1952)",1952-01-01,"Comedy,Romance",27,Female,other
2,"Godfather: Part II, The (1974)",1974-01-01,"Action,Crime,Drama",46,Male,programmer
3,"Abyss, The (1989)",1989-01-01,"Action,Adventure,Sci-Fi,Thriller",26,Male,other
4,Scream (1996),1996-12-20,"Horror,Thriller",26,Male,student
4,"Bridge on the River Kwai, The (1957)",1957-01-01,"Drama,War",42,Male,student
1,Crumb (1994),1994-01-01,Documentary,22,Female,healthcare
3,Star Trek: The Wrath of Khan (1982),1982-01-01,"Action,Adventure,Sci-Fi",22,Male,engineer
4,Good Will Hunting (1997),1997-01-01,Drama,37,Male,librarian
2,Red Corner (1997),1997-01-01,"Crime,Thriller",70,Male,administrator
5,"Truth About Cats & Dogs, The (1996)",1996-04-26,"Comedy,Romance",47,Male,educator
3,Lawrence of Arabia (1962),1962-01-01,"Adventure,War",22,Male,student
2,Bad Boys (1995),1995-01-01,Action,31,Male,executive
4,Giant (1956),1956-01-01,Drama,38,Male,engineer
4,Eraser (1996),1996-06-21,"Action,Thriller",23,Male,entertainment
4,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",1996-04-19,Drama,17,Male,student
5,Hoop Dreams (1994),1994-01-01,Documentary,32,Male,educator
5,Scream (1996),1996-12-20,"Horror,Thriller",24,Male,engineer
4,"Right Stuff, The (1983)",1983-01-01,Drama,43,Female,healthcare
4,Bottle Rocket (1996),1996-02-21,Comedy,27,Male,marketing
5,Schindler's List (1993),1993-01-01,"Drama,War",37,Female,other
4,Carrie (1976),1976-01-01,Horror,27,Female,writer
3,Primal Fear (1996),1996-03-30,"Drama,Thriller",50,Female,healthcare
3,Dante's Peak (1997),1997-02-07,"Action,Thriller",21,Female,artist
3,"Island of Dr. Moreau, The (1996)",1996-08-23,"Sci-Fi,Thriller",20,Male,student
3,Cinderella (1950),1950-01-01,"Animation,Children,Musical",32,Male,artist
1,"Old Man and the Sea, The (1958)",1958-01-01,"Adventure,Drama",56,Male,educator
2,To Gillian on Her 37th Birthday (1996),1996-10-18,"Drama,Romance",30,Male,student
4,"Return of the Pink Panther, The (1974)",1974-01-01,Comedy,70,Male,engineer
5,"Godfather: Part II, The (1974)",1974-01-01,"Action,Crime,Drama",15,Female,student
4,Seven Years in Tibet (1997),1997-01-01,"Drama,War",24,Male,programmer
3,Father of the Bride (1950),1950-01-01,Comedy,40,Male,programmer
5,"Maltese Falcon, The (1941)",1941-01-01,"Film-Noir,Mystery",27,Male,student
5,Anastasia (1997),1997-01-01,"Animation,Children,Musical",34,Male,technician
1,Beauty and the Beast (1991),1991-01-01,"Animation,Children,Musical",20,Male,student
4,"English Patient, The (1996)",1996-11-15,"Drama,Romance,War",38,Female,administrator
4,Primal Fear (1996),1996-03-30,"Drama,Thriller",40,Male,other
4,That Thing You Do! (1996),1996-09-28,Comedy,49,Male,writer
1,Fargo (1996),1997-02-14,"Crime,Drama,Thriller",24,Male,entertainment
4,Private Benjamin (1980),1980-01-01,Comedy,35,Male,student
3,Men in Black (1997),1997-07-04,"Action,Adventure,Comedy,Sci-Fi",27,Male,student
4,"Rainmaker, The (1997)",1997-01-01,Drama,30,Male,student
5,"Manchurian Candidate, The (1962)",1962-01-01,"Film-Noir,Thriller",20,Female,student
4,Unforgiven (1992),1992-01-01,Western,27,Male,technician
4,Dangerous Minds (1995),1995-01-01,Drama,31,Female,educator
5,Jurassic Park (1993),1993-01-01,"Action,Adventure,Sci-Fi",33,Male,other
1,Bean (1997),1997-01-01,Comedy,50,Male,programmer
3,Little Women (1994),1994-01-01,Drama,28,Male,engineer
4,That Thing You Do! (1996),1996-09-28,Comedy,39,Male,educator
4,Star Wars (1977),1977-01-01,"Action,Adventure,Romance,Sci-Fi,War",24,Male,technician
4,Enchanted April (1991),1991-01-01,Drama,51,Male,engineer
4,Patton (1970),1970-01-01,"Drama,War",42,Male,engineer
4,Titanic (1997),1997-01-01,"Action,Drama,Romance",65,Male,retired
3,Miller's Crossing (1990),1990-01-01,Drama,21,Female,student
3,Broken Arrow (1996),1996-02-09,"Action,Thriller",31,Male,entertainment
3,Return of the Jedi (1983),1997-03-14,"Action,Adventure,Romance,Sci-Fi,War",25,Male,student
4,"Phantom, The (1996)",1996-06-07,Adventure,18,Male,other
2,2001: A Space Odyssey (1968),1968-01-01,"Drama,Mystery,Sci-Fi,Thriller",32,Male,other
4,Four Weddings and a Funeral (1994),1994-01-01,"Comedy,Romance",27,Male,programmer
4,"Murder, My Sweet (1944)",1944-01-01,"Film-Noir,Thriller",22,Male,other
4,Dolores Claiborne (1994),1994-01-01,"Drama,Thriller",35,Female,none
4,"English Patient, The (1996)",1996-11-15,"Drama,Romance,War",25,Male,other
3,"Bridge on the River Kwai, The (1957)",1957-01-01,"Drama,War",43,Female,healthcare
4,Copycat (1995),1995-01-01,"Crime,Drama,Thriller",27,Male,scientist
5,"Postino, Il (1994)",1994-01-01,"Drama,Romance",19,Male,student
3,Courage Under Fire (1996),1996-03-08,"Drama,War",27,Male,artist
3,Free Willy 3: The Rescue (1997),1997-08-08,"Adventure,Children,Drama",24,Female,entertainment
5,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),1963-01-01,"Sci-Fi,War",25,Male,executive
3,Batman Forever (1995),1995-01-01,"Action,Adventure,Comedy,Crime",27,Male,student
5,Mars Attacks! (1996),1996-12-13,"Action,Comedy,Sci-Fi,War",36,Female,writer
1,Cats Don't Dance (1997),1997-03-26,"Animation,Children,Musical",31,Male,executive
5,"Thin Blue Line, The (1988)",1988-01-01,Documentary,60,Male,educator
5,Beauty and the Beast (1991),1991-01-01,"Animation,Children,Musical",19,Male,student
3,Toy Story (1995),1995-01-01,"Animation,Children,Comedy",17,Male,student
4,Liar Liar (1997),1997-03-21,Comedy,28,Female,programmer
5,"Great Escape, The (1963)",1963-01-01,"Adventure,War",27,Male,lawyer
5,Terminator 2: Judgment Day (1991),1991-01-01,"Action,Sci-Fi,Thriller",24,Male,engineer
4,Alien (1979),1979-01-01,"Action,Horror,Sci-Fi,Thriller",40,Male,other
5,North by Northwest (1959),1959-01-01,"Comedy,Thriller",33,Male,other
3,Gattaca (1997),1997-01-01,"Drama,Sci-Fi,Thriller",47,Male,administrator
3,Dirty Dancing (1987),1987-01-01,"Musical,Romance",56,Female,librarian
4,2001: A Space Odyssey (1968),1968-01-01,"Drama,Mystery,Sci-Fi,Thriller",50,Female,healthcare
2,"Fugitive, The (1993)",1993-01-01,"Action,Thriller",35,Male,librarian
2,Dante's Peak (1997),1997-02-07,"Action,Thriller",19,Female,student
5,Top Hat (1935),1935-01-01,"Comedy,Musical,Romance",60,Male,educator
4,When We Were Kings (1996),1997-02-14,Documentary,51,Male,other
4,Little Women (1994),1994-01-01,Drama,25,Male,administrator
3,Heat (1995),1995-01-01,"Action,Crime,Thriller",34,Male,technician
2,Ransom (1996),1996-11-08,"Drama,Thriller",36,Female,writer
3,To Kill a Mockingbird (1962),1962-01-01,Drama,26,Male,technician
4,Duck Soup (1933),1933-01-01,"Comedy,War",19,Male,other
5,"Professional, The (1994)",1994-01-01,"Crime,Drama,Romance,Thriller",27,Male,lawyer
5,Fargo (1996),1997-02-14,"Crime,Drama,Thriller",39,Male,educator
3,Jackie Brown (1997),1997-01-01,"Crime,Drama",18,Female,student
4,Vegas Vacation (1997),1997-02-14,Comedy,16,Male,student
3,M*A*S*H (1970),1970-01-01,"Comedy,War",34,Male,writer
4,Forrest Gump (1994),1994-01-01,"Comedy,Romance,War",24,Female,entertainment
4,Lone Star (1996),1996-06-21,"Drama,Mystery",29,Female,librarian
3,Mr. Holland's Opus (1995),1996-01-29,Drama,36,Female,artist
5,"Hunt for Red October, The (1990)",1990-01-01,"Action,Thriller",42,Male,student
3,"Doors, The (1991)",1991-01-01,"Drama,Musical",24,Male,engineer
3,Heat (1995),1995-01-01,"Action,Crime,Thriller",36,Male,engineer
4,Jeffrey (1995),1995-01-01,Comedy,26,Male,student
3,I.Q. (1994),1994-01-01,"Comedy,Romance",31,Male,educator
2,Grease (1978),1978-01-01,"Comedy,Musical,Romance",20,Male,student
5,In the Bleak Midwinter (1995),1996-02-23,Comedy,39,Female,other
2,"Baby-Sitters Club, The (1995)",1995-01-01,Children,13,Male,student
4,Raise the Red Lantern (1991),1991-01-01,Drama,57,Female,librarian
4,White Squall (1996),1996-01-01,"Adventure,Drama",16,Female,student
3,"Secret Agent, The (1996)",1996-11-08,Drama,33,Male,programmer
5,"Silence of the Lambs, The (1991)",1991-01-01,"Drama,Thriller",23,Male,engineer
5,"Truth About Cats & Dogs, The (1996)",1996-04-26,"Comedy,Romance",46,Female,other
3,Eraser (1996),1996-06-21,"Action,Thriller",19,Male,student
4,Back to the Future (1985),1985-01-01,"Comedy,Sci-Fi",73,Male,retired
1,She's So Lovely (1997),1997-08-22,"Drama,Romance",44,Male,artist
3,From Dusk Till Dawn (1996),1996-02-05,"Action,Comedy,Crime,Horror,Thriller",27,Male,writer
5,Field of Dreams (1989),1989-01-01,Drama,36,Female,administrator
4,Bullets Over Broadway (1994),1994-01-01,Comedy,49,Male,librarian
4,Indiana Jones and the Last Crusade (1989),1989-01-01,"Action,Adventure",21,Male,other
4,High Noon (1952),1952-01-01,Western,60,Male,retired
4,"Fugitive, The (1993)",1993-01-01,"Action,Thriller",24,Male,scientist
3,I Know What You Did Last Summer (1997),1997-10-17,"Horror,Mystery,Thriller",14,Female,student
3,Kiss the Girls (1997),1997-01-01,"Crime,Drama,Thriller",14,Female,student
3,Pocahontas (1995),1995-01-01,"Animation,Children,Musical,Romance",32,Female,writer
4,Assassins (1995),1995-01-01,Thriller,40,Male,programmer
4,My Left Foot (1989),1989-01-01,Drama,20,Male,student
4,Young Frankenstein (1974),1974-01-01,"Comedy,Horror",43,Male,engineer
4,"Godfather: Part II, The (1974)",1974-01-01,"Action,Crime,Drama",25,Male,executive
5,Amistad (1997),1997-12-18,Drama,30,Female,librarian
2,Independence Day (ID4) (1996),1996-07-03,"Action,Sci-Fi,War",29,Male,scientist
2,Star Trek: The Wrath of Khan (1982),1982-01-01,"Action,Adventure,Sci-Fi",20,Male,student
3,Dante's Peak (1997),1997-02-07,"Action,Thriller",17,Male,student
5,Kull the Conqueror (1997),1997-08-29,"Action,Adventure",22,Male,other
3,"Mask, The (1994)",1994-01-01,"Comedy,Crime,Fantasy",29,Male,doctor
4,Citizen Kane (1941),1941-01-01,Drama,50,Male,healthcare
4,Heavenly Creatures (1994),1994-01-01,"Drama,Fantasy,Thriller",19,Male,other
5,Glory (1989),1989-01-01,"Action,Drama,War",51,Male,executive
4,Nikita (La Femme Nikita) (1990),1990-01-01,Thriller,53,Male,librarian
2,Mission: Impossible (1996),1996-05-22,"Action,Adventure,Mystery",21,Female,student
4,Miracle on 34th Street (1994),1994-01-01,Drama,42,Male,other
2,"Nightmare on Elm Street, A (1984)",1984-01-01,Horror,35,Male,librarian
2,Hellraiser: Bloodline (1996),1996-03-08,"Action,Horror,Sci-Fi",30,Male,other
4,Love and a .45 (1994),1994-01-01,Thriller,23,Female,student
4,My Best Friend's Wedding (1997),1997-06-20,"Comedy,Romance",22,Female,student
5,To Kill a Mockingbird (1962),1962-01-01,Drama,19,Male,other
2,Renaissance Man (1994),1994-01-01,"Comedy,Drama,War",31,Male,executive
3,Young Frankenstein (1974),1974-01-01,"Comedy,Horror",39,Male,artist
4,Raiders of the Lost Ark (1981),1981-01-01,"Action,Adventure",34,Male,student
5,Boogie Nights (1997),1997-01-01,Drama,22,Male,other
5,Star Wars (1977),1977-01-01,"Action,Adventure,Romance,Sci-Fi,War",17,Male,student
2,Chinatown (1974),1974-01-01,"Film-Noir,Mystery,Thriller",30,Male,student
5,Mr. Holland's Opus (1995),1996-01-29,Drama,15,Female,student
5,Raising Arizona (1987),1987-01-01,Comedy,39,Male,artist
4,2 Days in the Valley (1996),1996-09-27,Crime,23,Male,programmer
5,Nikita (La Femme Nikita) (1990),1990-01-01,Thriller,60,Male,educator
4,Return of the Jedi (1983),1997-03-14,"Action,Adventure,Romance,Sci-Fi,War",30,Male,programmer
4,That Thing You Do! (1996),1996-09-28,Comedy,26,Male,educator
4,Absolute Power (1997),1997-02-14,"Mystery,Thriller",31,Male,executive
2,Twelfth Night (1996),1996-10-25,"Comedy,Drama,Romance",39,Male,artist
2,"Sound of Music, The (1965)",1965-01-01,Musical,17,Male,student
3,Fatal Instinct (1993),1993-01-01,Comedy,51,Male,administrator
5,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),1963-01-01,"Sci-Fi,War",30,Male,librarian
2,Beauty and the Beast (1991),1991-01-01,"Animation,Children,Musical",35,Male,librarian
3,Pump Up the Volume (1990),1990-01-01,Drama,25,Male,administrator
3,"Grifters, The (1990)",1990-01-01,"Crime,Drama,Film-Noir",50,Female,educator
4,Sense and Sensibility (1995),1995-01-01,"Drama,Romance",49,Female,educator
4,"Fog, The (1980)",1980-01-01,Horror,26,Male,writer
3,Fargo (1996),1997-02-14,"Crime,Drama,Thriller",25,Male,administrator
5,Field of Dreams (1989),1989-01-01,Drama,56,Male,salesman
4,Red Rock West (1992),1992-01-01,Thriller,22,Male,student
5,Raiders of the Lost Ark (1981),1981-01-01,"Action,Adventure",50,Male,educator
5,"Daytrippers, The (1996)",1997-03-21,Mystery,56,Female,librarian
4,Bringing Up Baby (1938),1938-01-01,Comedy,42,Male,executive
1,National Lampoon's Senior Trip (1995),1995-01-01,Comedy,22,Female,healthcare
5,Tomorrow Never Dies (1997),1997-01-01,"Action,Romance,Thriller",47,Male,educator
1,Tank Girl (1995),1995-01-01,"Action,Comedy,Musical,Sci-Fi",30,Male,student
5,"Pillow Book, The (1995)",1997-06-13,"Drama,Romance",37,Male,other
3,"Man Who Would Be King, The (1975)",1975-01-01,Adventure,39,Male,educator
3,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),1963-01-01,"Sci-Fi,War",26,Male,student
4,"Streetcar Named Desire, A (1951)",1951-01-01,Drama,45,Male,scientist
4,Unforgiven (1992),1992-01-01,Western,43,Male,librarian
5,"Empire Strikes Back, The (1980)",1980-01-01,"Action,Adventure,Drama,Romance,Sci-Fi,War",38,Female,programmer
2,Judge Dredd (1995),1995-01-01,"Action,Adventure,Sci-Fi",30,Male,student
5,Ed Wood (1994),1994-01-01,"Comedy,Drama",28,Male,engineer
4,GoodFellas (1990),1990-01-01,"Crime,Drama",27,Female,other
5,Conspiracy Theory (1997),1997-08-08,"Action,Mystery,Romance,Thriller",25,Male,other
4,"Nightmare on Elm Street, A (1984)",1984-01-01,Horror,32,Female,writer
4,Tin Cup (1996),1996-08-16,"Comedy,Romance",24,Male,student
3,Seven Years in Tibet (1997),1997-01-01,"Drama,War",22,Male,engineer
4,Twelve Monkeys (1995),1995-01-01,"Drama,Sci-Fi",28,Male,engineer
5,Star Wars (1977),1977-01-01,"Action,Adventure,Romance,Sci-Fi,War",18,Male,other
4,G.I. Jane (1997),1997-01-01,"Action,Drama,War",22,Male,technician
2,Leave It to Beaver (1997),1997-08-22,Comedy,17,Male,student
